,ubigeo_inei,DEPARTAMENTO,PROVINCIA,FECHA,CASOS,FALLECIDOS,FALLECIDOS_SINADEF,FALLECIDOS_2019,EXCESO_MUERTES
2007,217,ANCASH,RECUAY,202006,10,3,9,6,3
2009,217,ANCASH,RECUAY,202007,42,2,18,9,9
2011,217,ANCASH,RECUAY,202008,118,5,16,10,6
2013,217,ANCASH,RECUAY,202009,58,5,11,7,4
2014,217,ANCASH,RECUAY,202010,52,2,11,14,-3
2015,217,ANCASH,RECUAY,202011,14,1,12,11,1
2016,217,ANCASH,RECUAY,202012,9,0,7,7,0
1999,217,ANCASH,RECUAY,202101,19,3,12,8,4
2000,217,ANCASH,RECUAY,202102,44,3,17,7,10
2002,217,ANCASH,RECUAY,202103,178,13,31,7,24
2004,217,ANCASH,RECUAY,202104,271,22,30,10,20
2006,217,ANCASH,RECUAY,202105,100,5,12,10,2
2008,217,ANCASH,RECUAY,202106,71,3,10,6,4
2010,217,ANCASH,RECUAY,202107,48,1,16,9,7
2012,217,ANCASH,RECUAY,202108,25,0,8,10,-2
2019,218,ANCASH,SANTA,202003,12,3,230,199,31
2021,218,ANCASH,SANTA,202004,699,106,265,164,101
2023,218,ANCASH,SANTA,202005,3061,437,663,180,483
2025,218,ANCASH,SANTA,202006,2270,454,684,168,516
2027,218,ANCASH,SANTA,202007,2016,347,518,184,334
2029,218,ANCASH,SANTA,202008,2770,220,395,200,195
2031,218,ANCASH,SANTA,202009,2017,106,262,171,91
2032,218,ANCASH,SANTA,202010,1721,67,237,193,44
2033,218,ANCASH,SANTA,202011,1167,62,213,204,9
2034,218,ANCASH,SANTA,202012,1598,105,276,196,80
2017,218,ANCASH,SANTA,202101,4268,280,512,179,333
2018,218,ANCASH,SANTA,202102,3228,247,432,166,266
2020,218,ANCASH,SANTA,202103,3668,270,512,199,313
2022,218,ANCASH,SANTA,202104,5398,556,755,164,591
2024,218,ANCASH,SANTA,202105,2993,462,652,180,472
2026,218,ANCASH,SANTA,202106,965,123,312,168,144
2028,218,ANCASH,SANTA,202107,488,34,217,184,33
2030,218,ANCASH,SANTA,202108,188,17,193,200,-7
2037,219,ANCASH,SIHUAS,202003,0,0,10,15,-5
2039,219,ANCASH,SIHUAS,202004,0,0,14,19,-5
2041,219,ANCASH,SIHUAS,202005,29,1,22,6,16
2043,219,ANCASH,SIHUAS,202006,24,0,16,14,2
2045,219,ANCASH,SIHUAS,202007,25,1,24,13,11
2047,219,ANCASH,SIHUAS,202008,46,3,19,10,9
2049,219,ANCASH,SIHUAS,202009,42,3,11,15,-4
2050,219,ANCASH,SIHUAS,202010,40,3,13,18,-5
2051,219,ANCASH,SIHUAS,202011,31,1,6,18,-12
2052,219,ANCASH,SIHUAS,202012,13,0,8,14,-6
2035,219,ANCASH,SIHUAS,202101,38,4,20,16,4
2036,219,ANCASH,SIHUAS,202102,64,1,11,10,1
2038,219,ANCASH,SIHUAS,202103,188,11,24,15,9
2040,219,ANCASH,SIHUAS,202104,316,17,47,19,28
2042,219,ANCASH,SIHUAS,202105,198,3,22,6,16
2044,219,ANCASH,SIHUAS,202106,137,9,17,14,3
2046,219,ANCASH,SIHUAS,202107,52,4,24,13,11
2048,219,ANCASH,SIHUAS,202108,12,0,5,10,-5
2055,220,ANCASH,YUNGAY,202003,0,0,22,30,-8
2057,220,ANCASH,YUNGAY,202004,3,0,17,23,-6
2059,220,ANCASH,YUNGAY,202005,18,4,19,21,-2
2061,220,ANCASH,YUNGAY,202006,26,4,23,27,-4
2063,220,ANCASH,YUNGAY,202007,55,7,30,28,2
2065,220,ANCASH,YUNGAY,202008,115,11,44,13,31
2067,220,ANCASH,YUNGAY,202009,63,8,39,24,15
2068,220,ANCASH,YUNGAY,202010,86,0,25,30,-5
2069,220,ANCASH,YUNGAY,202011,41,2,27,17,10
2070,220,ANCASH,YUNGAY,202012,25,3,31,26,5
2053,220,ANCASH,YUNGAY,202101,33,4,25,29,-4
2054,220,ANCASH,YUNGAY,202102,85,13,28,27,1
2056,220,ANCASH,YUNGAY,202103,186,4,39,30,9
2058,220,ANCASH,YUNGAY,202104,271,20,55,23,32
2060,220,ANCASH,YUNGAY,202105,211,23,58,21,37
2062,220,ANCASH,YUNGAY,202106,133,5,32,27,5
2064,220,ANCASH,YUNGAY,202107,63,4,32,28,4
2066,220,ANCASH,YUNGAY,202108,29,3,27,13,14
2451,301,APURIMAC,ABANCAY,202003,0,0,31,48,-17
2453,301,APURIMAC,ABANCAY,202004,108,2,40,36,4
2455,301,APURIMAC,ABANCAY,202005,72,2,45,41,4
2457,301,APURIMAC,ABANCAY,202006,134,7,46,42,4
2459,301,APURIMAC,ABANCAY,202007,240,11,49,37,12
2461,301,APURIMAC,ABANCAY,202008,1126,53,78,41,37
2463,301,APURIMAC,ABANCAY,202009,1108,34,70,39,31
2464,301,APURIMAC,ABANCAY,202010,570,22,72,32,40
2465,301,APURIMAC,ABANCAY,202011,332,16,59,46,13
2466,301,APURIMAC,ABANCAY,202012,581,13,60,41,19
2449,301,APURIMAC,ABANCAY,202101,962,57,93,44,49
2450,301,APURIMAC,ABANCAY,202102,724,40,69,29,40
2452,301,APURIMAC,ABANCAY,202103,815,47,96,48,48
2454,301,APURIMAC,ABANCAY,202104,2304,100,139,36,103
2456,301,APURIMAC,ABANCAY,202105,1408,102,142,41,101
2458,301,APURIMAC,ABANCAY,202106,726,34,71,42,29
2460,301,APURIMAC,ABANCAY,202107,300,10,60,37,23
2462,301,APURIMAC,ABANCAY,202108,157,9,48,41,7
2469,302,APURIMAC,ANDAHUAYLAS,202003,0,0,44,43,1
2471,302,APURIMAC,ANDAHUAYLAS,202004,43,0,56,43,13
2473,302,APURIMAC,ANDAHUAYLAS,202005,25,1,57,37,20
2475,302,APURIMAC,ANDAHUAYLAS,202006,83,9,57,39,18
2477,302,APURIMAC,ANDAHUAYLAS,202007,102,12,69,39,30
2479,302,APURIMAC,ANDAHUAYLAS,202008,468,18,78,53,25
2481,302,APURIMAC,ANDAHUAYLAS,202009,401,22,95,39,56
2482,302,APURIMAC,ANDAHUAYLAS,202010,182,11,52,42,10
2483,302,APURIMAC,ANDAHUAYLAS,202011,219,9,63,45,18
2484,302,APURIMAC,ANDAHUAYLAS,202012,301,16,82,56,26
2467,302,APURIMAC,ANDAHUAYLAS,202101,634,39,100,45,55
2468,302,APURIMAC,ANDAHUAYLAS,202102,428,40,103,36,67
2470,302,APURIMAC,ANDAHUAYLAS,202103,1100,59,130,43,87
2472,302,APURIMAC,ANDAHUAYLAS,202104,2278,111,191,43,148
2474,302,APURIMAC,ANDAHUAYLAS,202105,904,90,156,37,119
2476,302,APURIMAC,ANDAHUAYLAS,202106,289,17,92,39,53
2478,302,APURIMAC,ANDAHUAYLAS,202107,162,9,72,39,33
2480,302,APURIMAC,ANDAHUAYLAS,202108,52,2,61,53,8
2487,303,APURIMAC,ANTABAMBA,202003,0,0,2,3,-1
2489,303,APURIMAC,ANTABAMBA,202004,0,1,6,10,-4
2491,303,APURIMAC,ANTABAMBA,202005,2,0,3,10,-7
2493,303,APURIMAC,ANTABAMBA,202006,11,0,4,4,0
2495,303,APURIMAC,ANTABAMBA,202007,4,2,7,6,1
2497,303,APURIMAC,ANTABAMBA,202008,17,0,7,10,-3
2499,303,APURIMAC,ANTABAMBA,202009,25,1,9,3,6
2500,303,APURIMAC,ANTABAMBA,202010,35,0,8,9,-1
2501,303,APURIMAC,ANTABAMBA,202011,9,0,4,4,0
2502,303,APURIMAC,ANTABAMBA,202012,9,2,10,5,5
2485,303,APURIMAC,ANTABAMBA,202101,68,5,25,7,18
2486,303,APURIMAC,ANTABAMBA,202102,58,7,19,4,15
2488,303,APURIMAC,ANTABAMBA,202103,63,4,14,3,11
2490,303,APURIMAC,ANTABAMBA,202104,113,6,11,10,1
2492,303,APURIMAC,ANTABAMBA,202105,123,9,12,10,2
2494,303,APURIMAC,ANTABAMBA,202106,77,3,7,4,3
2496,303,APURIMAC,ANTABAMBA,202107,57,5,10,6,4
2498,303,APURIMAC,ANTABAMBA,202108,5,1,10,10,0
2505,304,APURIMAC,AYMARAES,202003,0,0,15,14,1
2507,304,APURIMAC,AYMARAES,202004,1,0,13,3,10
2509,304,APURIMAC,AYMARAES,202005,6,0,17,15,2
2511,304,APURIMAC,AYMARAES,202006,20,1,14,12,2
2513,304,APURIMAC,AYMARAES,202007,13,3,15,9,6
2515,304,APURIMAC,AYMARAES,202008,62,7,23,17,6
2517,304,APURIMAC,AYMARAES,202009,94,6,26,21,5
2518,304,APURIMAC,AYMARAES,202010,35,4,19,18,1
2519,304,APURIMAC,AYMARAES,202011,47,5,23,20,3
2520,304,APURIMAC,AYMARAES,202012,22,4,22,16,6
2503,304,APURIMAC,AYMARAES,202101,68,10,23,10,13
2504,304,APURIMAC,AYMARAES,202102,74,4,16,5,11
2506,304,APURIMAC,AYMARAES,202103,79,6,20,14,6
2508,304,APURIMAC,AYMARAES,202104,177,9,28,3,25
2510,304,APURIMAC,AYMARAES,202105,207,23,44,15,29
2512,304,APURIMAC,AYMARAES,202106,76,8,27,12,15
2514,304,APURIMAC,AYMARAES,202107,48,2,14,9,5
2516,304,APURIMAC,AYMARAES,202108,7,4,12,17,-5
2523,305,APURIMAC,COTABAMBAS,202003,0,0,19,20,-1
2525,305,APURIMAC,COTABAMBAS,202004,1,0,8,18,-10
2527,305,APURIMAC,COTABAMBAS,202005,9,0,14,13,1
2529,305,APURIMAC,COTABAMBAS,202006,19,0,28,12,16
2531,305,APURIMAC,COTABAMBAS,202007,34,1,19,11,8
2533,305,APURIMAC,COTABAMBAS,202008,227,7,32,18,14
2535,305,APURIMAC,COTABAMBAS,202009,136,6,22,16,6
2536,305,APURIMAC,COTABAMBAS,202010,96,5,22,22,0
2537,305,APURIMAC,COTABAMBAS,202011,36,2,16,22,-6
2538,305,APURIMAC,COTABAMBAS,202012,52,6,35,19,16
2521,305,APURIMAC,COTABAMBAS,202101,101,2,34,29,5
2522,305,APURIMAC,COTABAMBAS,202102,185,10,35,19,16
2524,305,APURIMAC,COTABAMBAS,202103,236,13,47,20,27
2526,305,APURIMAC,COTABAMBAS,202104,289,11,25,18,7
2528,305,APURIMAC,COTABAMBAS,202105,351,21,47,13,34
2530,305,APURIMAC,COTABAMBAS,202106,213,18,42,12,30
2532,305,APURIMAC,COTABAMBAS,202107,119,9,33,11,22
2534,305,APURIMAC,COTABAMBAS,202108,47,0,19,18,1
2541,306,APURIMAC,CHINCHEROS,202003,0,0,5,11,-6
2543,306,APURIMAC,CHINCHEROS,202004,1,1,10,11,-1
2545,306,APURIMAC,CHINCHEROS,202005,12,1,10,11,-1
2547,306,APURIMAC,CHINCHEROS,202006,46,3,15,8,7
2549,306,APURIMAC,CHINCHEROS,202007,16,4,17,13,4
2551,306,APURIMAC,CHINCHEROS,202008,108,3,21,18,3
2553,306,APURIMAC,CHINCHEROS,202009,47,5,15,13,2
2554,306,APURIMAC,CHINCHEROS,202010,40,4,22,14,8
2555,306,APURIMAC,CHINCHEROS,202011,41,5,17,14,3
2556,306,APURIMAC,CHINCHEROS,202012,38,5,18,14,4
2539,306,APURIMAC,CHINCHEROS,202101,102,15,34,18,16
2540,306,APURIMAC,CHINCHEROS,202102,167,8,28,8,20
2542,306,APURIMAC,CHINCHEROS,202103,263,17,43,11,32
2544,306,APURIMAC,CHINCHEROS,202104,514,31,59,11,48
2546,306,APURIMAC,CHINCHEROS,202105,289,29,53,11,42
2548,306,APURIMAC,CHINCHEROS,202106,118,7,26,8,18
2550,306,APURIMAC,CHINCHEROS,202107,45,4,25,13,12
2552,306,APURIMAC,CHINCHEROS,202108,31,1,22,18,4
2559,307,APURIMAC,GRAU,202003,0,0,6,14,-8
2561,307,APURIMAC,GRAU,202004,2,0,6,9,-3
2563,307,APURIMAC,GRAU,202005,3,1,12,6,6
2565,307,APURIMAC,GRAU,202006,15,1,11,11,0
2567,307,APURIMAC,GRAU,202007,2,0,10,9,1
2569,307,APURIMAC,GRAU,202008,29,2,9,6,3
2571,307,APURIMAC,GRAU,202009,30,2,11,10,1
2572,307,APURIMAC,GRAU,202010,7,0,11,11,0
2573,307,APURIMAC,GRAU,202011,4,1,14,9,5
2574,307,APURIMAC,GRAU,202012,35,1,17,5,12
2557,307,APURIMAC,GRAU,202101,87,14,24,10,14
2558,307,APURIMAC,GRAU,202102,35,7,25,9,16
2560,307,APURIMAC,GRAU,202103,36,2,23,14,9
2562,307,APURIMAC,GRAU,202104,110,6,18,9,9
2564,307,APURIMAC,GRAU,202105,81,14,29,6,23
2566,307,APURIMAC,GRAU,202106,36,8,21,11,10
2568,307,APURIMAC,GRAU,202107,13,1,10,9,1
2570,307,APURIMAC,GRAU,202108,6,1,12,6,6
2577,401,AREQUIPA,AREQUIPA,202003,29,1,461,485,-24
2579,401,AREQUIPA,AREQUIPA,202004,711,40,468,459,9
2581,401,AREQUIPA,AREQUIPA,202005,2573,116,545,470,75
2583,401,AREQUIPA,AREQUIPA,202006,3195,532,1058,474,584
2585,401,AREQUIPA,AREQUIPA,202007,7178,1399,2384,524,1860
2587,401,AREQUIPA,AREQUIPA,202008,16501,1026,1598,464,1134
2589,401,AREQUIPA,AREQUIPA,202009,7053,312,645,459,186
2590,401,AREQUIPA,AREQUIPA,202010,2019,133,512,443,69
2591,401,AREQUIPA,AREQUIPA,202011,1030,94,491,422,69
2592,401,AREQUIPA,AREQUIPA,202012,1466,125,558,478,80
2575,401,AREQUIPA,AREQUIPA,202101,4309,335,775,433,342
2576,401,AREQUIPA,AREQUIPA,202102,5152,455,852,388,464
2578,401,AREQUIPA,AREQUIPA,202103,4029,328,810,485,325
2580,401,AREQUIPA,AREQUIPA,202104,5621,430,839,459,380
2582,401,AREQUIPA,AREQUIPA,202105,10741,835,1321,470,851
2584,401,AREQUIPA,AREQUIPA,202106,14728,1162,1769,474,1295
2586,401,AREQUIPA,AREQUIPA,202107,5926,422,936,524,412
2588,401,AREQUIPA,AREQUIPA,202108,1902,97,515,464,51
2595,402,AREQUIPA,CAMANA,202003,0,0,21,18,3
2597,402,AREQUIPA,CAMANA,202004,11,3,25,27,-2
2599,402,AREQUIPA,CAMANA,202005,27,2,25,23,2
2601,402,AREQUIPA,CAMANA,202006,58,3,30,23,7
2603,402,AREQUIPA,CAMANA,202007,136,16,50,31,19
2605,402,AREQUIPA,CAMANA,202008,462,25,63,26,37
2607,402,AREQUIPA,CAMANA,202009,258,12,46,35,11
2608,402,AREQUIPA,CAMANA,202010,106,5,33,25,8
2609,402,AREQUIPA,CAMANA,202011,162,8,28,35,-7
2610,402,AREQUIPA,CAMANA,202012,168,11,35,44,-9
2593,402,AREQUIPA,CAMANA,202101,500,74,130,33,97
2594,402,AREQUIPA,CAMANA,202102,406,85,123,34,89
2596,402,AREQUIPA,CAMANA,202103,162,27,52,18,34
2598,402,AREQUIPA,CAMANA,202104,196,23,45,27,18
2600,402,AREQUIPA,CAMANA,202105,277,37,58,23,35
2602,402,AREQUIPA,CAMANA,202106,300,44,72,23,49
2604,402,AREQUIPA,CAMANA,202107,165,20,54,31,23
2606,402,AREQUIPA,CAMANA,202108,49,4,38,26,12
2613,403,AREQUIPA,CARAVELI,202003,1,0,18,10,8
2615,403,AREQUIPA,CARAVELI,202004,9,1,8,17,-9
2617,403,AREQUIPA,CARAVELI,202005,121,2,9,9,0
2619,403,AREQUIPA,CARAVELI,202006,69,5,9,16,-7
2621,403,AREQUIPA,CARAVELI,202007,51,7,19,9,10
2623,403,AREQUIPA,CARAVELI,202008,144,7,18,18,0
2625,403,AREQUIPA,CARAVELI,202009,161,17,33,10,23
2626,403,AREQUIPA,CARAVELI,202010,111,4,13,12,1
2627,403,AREQUIPA,CARAVELI,202011,52,4,13,8,5
2628,403,AREQUIPA,CARAVELI,202012,50,4,15,6,9
2611,403,AREQUIPA,CARAVELI,202101,129,7,23,10,13
2612,403,AREQUIPA,CARAVELI,202102,357,20,39,16,23
2614,403,AREQUIPA,CARAVELI,202103,357,29,45,10,35
2616,403,AREQUIPA,CARAVELI,202104,327,32,56,17,39
2618,403,AREQUIPA,CARAVELI,202105,334,26,41,9,32
2620,403,AREQUIPA,CARAVELI,202106,193,27,44,16,28
2622,403,AREQUIPA,CARAVELI,202107,125,9,24,9,15
2624,403,AREQUIPA,CARAVELI,202108,33,3,16,18,-2
2631,404,AREQUIPA,CASTILLA,202003,0,0,18,13,5
2633,404,AREQUIPA,CASTILLA,202004,3,0,6,19,-13
2635,404,AREQUIPA,CASTILLA,202005,16,1,9,11,-2
2637,404,AREQUIPA,CASTILLA,202006,32,2,16,17,-1
2639,404,AREQUIPA,CASTILLA,202007,66,9,19,13,6
2641,404,AREQUIPA,CASTILLA,202008,153,11,34,12,22
2643,404,AREQUIPA,CASTILLA,202009,134,1,18,19,-1
2644,404,AREQUIPA,CASTILLA,202010,65,3,17,5,12
2645,404,AREQUIPA,CASTILLA,202011,53,4,20,14,6
2646,404,AREQUIPA,CASTILLA,202012,39,2,13,16,-3
2629,404,AREQUIPA,CASTILLA,202101,154,9,25,10,15
2630,404,AREQUIPA,CASTILLA,202102,161,10,29,13,16
2632,404,AREQUIPA,CASTILLA,202103,141,8,26,13,13
2634,404,AREQUIPA,CASTILLA,202104,241,18,31,19,12
2636,404,AREQUIPA,CASTILLA,202105,362,37,50,11,39
2638,404,AREQUIPA,CASTILLA,202106,442,26,42,17,25
2640,404,AREQUIPA,CASTILLA,202107,187,8,23,13,10
2642,404,AREQUIPA,CASTILLA,202108,58,0,18,12,6
2649,405,AREQUIPA,CAYLLOMA,202003,0,1,22,18,4
2651,405,AREQUIPA,CAYLLOMA,202004,24,1,32,24,8
2653,405,AREQUIPA,CAYLLOMA,202005,45,2,35,19,16
2655,405,AREQUIPA,CAYLLOMA,202006,93,10,43,28,15
2657,405,AREQUIPA,CAYLLOMA,202007,332,37,76,26,50
2659,405,AREQUIPA,CAYLLOMA,202008,668,62,89,22,67
2661,405,AREQUIPA,CAYLLOMA,202009,378,21,45,16,29
2662,405,AREQUIPA,CAYLLOMA,202010,104,11,38,17,21
2663,405,AREQUIPA,CAYLLOMA,202011,71,4,30,22,8
2664,405,AREQUIPA,CAYLLOMA,202012,78,3,39,30,9
2647,405,AREQUIPA,CAYLLOMA,202101,195,19,55,21,34
2648,405,AREQUIPA,CAYLLOMA,202102,404,40,66,24,42
2650,405,AREQUIPA,CAYLLOMA,202103,304,36,56,18,38
2652,405,AREQUIPA,CAYLLOMA,202104,399,36,71,24,47
2654,405,AREQUIPA,CAYLLOMA,202105,828,73,108,19,89
2656,405,AREQUIPA,CAYLLOMA,202106,782,82,123,28,95
2658,405,AREQUIPA,CAYLLOMA,202107,347,22,51,26,25
2660,405,AREQUIPA,CAYLLOMA,202108,122,10,42,22,20
2667,406,AREQUIPA,CONDESUYOS,202003,0,0,6,7,-1
2669,406,AREQUIPA,CONDESUYOS,202004,0,1,8,6,2
2671,406,AREQUIPA,CONDESUYOS,202005,2,0,4,7,-3
2673,406,AREQUIPA,CONDESUYOS,202006,4,0,6,4,2
2675,406,AREQUIPA,CONDESUYOS,202007,17,3,13,6,7
2677,406,AREQUIPA,CONDESUYOS,202008,50,3,8,6,2
2679,406,AREQUIPA,CONDESUYOS,202009,32,2,9,9,0
2680,406,AREQUIPA,CONDESUYOS,202010,99,3,12,9,3
2681,406,AREQUIPA,CONDESUYOS,202011,38,0,4,10,-6
2682,406,AREQUIPA,CONDESUYOS,202012,31,2,5,7,-2
2665,406,AREQUIPA,CONDESUYOS,202101,91,3,13,4,9
2666,406,AREQUIPA,CONDESUYOS,202102,83,4,13,2,11
2668,406,AREQUIPA,CONDESUYOS,202103,65,4,9,7,2
2670,406,AREQUIPA,CONDESUYOS,202104,60,2,6,6,0
2672,406,AREQUIPA,CONDESUYOS,202105,147,17,21,7,14
2674,406,AREQUIPA,CONDESUYOS,202106,150,8,18,4,14
2676,406,AREQUIPA,CONDESUYOS,202107,77,8,15,6,9
2678,406,AREQUIPA,CONDESUYOS,202108,12,1,11,6,5
2685,407,AREQUIPA,ISLAY,202003,0,0,12,31,-19
2687,407,AREQUIPA,ISLAY,202004,44,2,21,14,7
2689,407,AREQUIPA,ISLAY,202005,62,3,22,27,-5
2691,407,AREQUIPA,ISLAY,202006,74,7,35,27,8
2693,407,AREQUIPA,ISLAY,202007,288,44,84,41,43
2695,407,AREQUIPA,ISLAY,202008,804,45,83,29,54
2697,407,AREQUIPA,ISLAY,202009,381,14,37,28,9
2698,407,AREQUIPA,ISLAY,202010,52,12,31,32,-1
2699,407,AREQUIPA,ISLAY,202011,40,6,29,32,-3
2700,407,AREQUIPA,ISLAY,202012,37,7,33,22,11
2683,407,AREQUIPA,ISLAY,202101,265,32,62,19,43
2684,407,AREQUIPA,ISLAY,202102,205,38,74,26,48
2686,407,AREQUIPA,ISLAY,202103,210,25,58,31,27
2688,407,AREQUIPA,ISLAY,202104,246,23,52,14,38
2690,407,AREQUIPA,ISLAY,202105,419,66,91,27,64
2692,407,AREQUIPA,ISLAY,202106,312,70,101,27,74
2694,407,AREQUIPA,ISLAY,202107,160,29,59,41,18
2696,407,AREQUIPA,ISLAY,202108,56,6,30,29,1
2703,408,AREQUIPA,LA UNIÒN,202003,0,0,9,8,1
2705,408,AREQUIPA,LA UNIÒN,202004,0,0,8,6,2
2707,408,AREQUIPA,LA UNIÒN,202005,5,0,8,5,3
2709,408,AREQUIPA,LA UNIÒN,202006,3,0,11,7,4
2711,408,AREQUIPA,LA UNIÒN,202007,10,0,6,9,-3
2713,408,AREQUIPA,LA UNIÒN,202008,21,3,8,6,2
2715,408,AREQUIPA,LA UNIÒN,202009,13,0,3,10,-7
2716,408,AREQUIPA,LA UNIÒN,202010,4,0,2,11,-9
2717,408,AREQUIPA,LA UNIÒN,202011,0,1,3,8,-5
2718,408,AREQUIPA,LA UNIÒN,202012,3,0,5,12,-7
2701,408,AREQUIPA,LA UNIÒN,202101,24,3,12,6,6
2702,408,AREQUIPA,LA UNIÒN,202102,43,3,18,5,13
2704,408,AREQUIPA,LA UNIÒN,202103,48,3,20,8,12
2706,408,AREQUIPA,LA UNIÒN,202104,100,4,14,6,8
2708,408,AREQUIPA,LA UNIÒN,202105,111,6,11,5,6
2710,408,AREQUIPA,LA UNIÒN,202106,74,7,18,7,11
2712,408,AREQUIPA,LA UNIÒN,202107,45,5,15,9,6
2714,408,AREQUIPA,LA UNIÒN,202108,10,3,6,6,0
2721,501,AYACUCHO,HUAMANGA,202003,1,1,50,72,-22
2723,501,AYACUCHO,HUAMANGA,202004,110,0,46,99,-53
2725,501,AYACUCHO,HUAMANGA,202005,518,16,64,70,-6
2727,501,AYACUCHO,HUAMANGA,202006,839,42,68,76,-8
2729,501,AYACUCHO,HUAMANGA,202007,1929,129,121,84,37
2731,501,AYACUCHO,HUAMANGA,202008,3133,224,180,81,99
2733,501,AYACUCHO,HUAMANGA,202009,1886,74,109,78,31
2734,501,AYACUCHO,HUAMANGA,202010,746,27,95,79,16
2735,501,AYACUCHO,HUAMANGA,202011,496,9,79,86,-7
2736,501,AYACUCHO,HUAMANGA,202012,386,11,128,86,42
2719,501,AYACUCHO,HUAMANGA,202101,1109,41,154,101,53
2720,501,AYACUCHO,HUAMANGA,202102,1467,98,178,74,104
2722,501,AYACUCHO,HUAMANGA,202103,1862,151,264,72,192
2724,501,AYACUCHO,HUAMANGA,202104,1500,99,193,99,94
2726,501,AYACUCHO,HUAMANGA,202105,1243,122,206,70,136
2728,501,AYACUCHO,HUAMANGA,202106,753,47,152,76,76
2730,501,AYACUCHO,HUAMANGA,202107,502,28,132,84,48
2732,501,AYACUCHO,HUAMANGA,202108,478,15,102,81,21
2739,502,AYACUCHO,CANGALLO,202003,0,0,9,10,-1
2741,502,AYACUCHO,CANGALLO,202004,2,0,8,13,-5
2743,502,AYACUCHO,CANGALLO,202005,6,2,17,19,-2
2745,502,AYACUCHO,CANGALLO,202006,22,3,20,6,14
2747,502,AYACUCHO,CANGALLO,202007,32,5,11,13,-2
2749,502,AYACUCHO,CANGALLO,202008,48,1,19,14,5
2751,502,AYACUCHO,CANGALLO,202009,68,3,19,13,6
2752,502,AYACUCHO,CANGALLO,202010,24,3,15,8,7
2753,502,AYACUCHO,CANGALLO,202011,17,4,19,13,6
2754,502,AYACUCHO,CANGALLO,202012,9,2,15,18,-3
2737,502,AYACUCHO,CANGALLO,202101,40,4,14,7,7
2738,502,AYACUCHO,CANGALLO,202102,94,9,30,17,13
2740,502,AYACUCHO,CANGALLO,202103,140,17,47,10,37
2742,502,AYACUCHO,CANGALLO,202104,109,8,29,13,16
2744,502,AYACUCHO,CANGALLO,202105,107,5,23,19,4
2746,502,AYACUCHO,CANGALLO,202106,61,3,18,6,12
2748,502,AYACUCHO,CANGALLO,202107,29,0,13,13,0
2750,502,AYACUCHO,CANGALLO,202108,26,2,16,14,2
2757,503,AYACUCHO,HUANCA SANCOS,202003,0,0,3,2,1
2759,503,AYACUCHO,HUANCA SANCOS,202004,0,0,1,3,-2
2761,503,AYACUCHO,HUANCA SANCOS,202005,1,0,4,2,2
2763,503,AYACUCHO,HUANCA SANCOS,202006,7,1,1,0,1
2765,503,AYACUCHO,HUANCA SANCOS,202007,1,0,5,1,4
2767,503,AYACUCHO,HUANCA SANCOS,202008,31,0,4,1,3
2769,503,AYACUCHO,HUANCA SANCOS,202009,15,2,2,0,2
2770,503,AYACUCHO,HUANCA SANCOS,202010,11,0,2,3,-1
2771,503,AYACUCHO,HUANCA SANCOS,202011,4,0,8,0,8
2772,503,AYACUCHO,HUANCA SANCOS,202012,7,0,6,1,5
2755,503,AYACUCHO,HUANCA SANCOS,202101,5,1,7,2,5
2756,503,AYACUCHO,HUANCA SANCOS,202102,34,2,10,4,6
2758,503,AYACUCHO,HUANCA SANCOS,202103,19,2,6,2,4
2760,503,AYACUCHO,HUANCA SANCOS,202104,31,3,9,3,6
2762,503,AYACUCHO,HUANCA SANCOS,202105,49,2,9,2,7
2764,503,AYACUCHO,HUANCA SANCOS,202106,22,3,7,0,7
2766,503,AYACUCHO,HUANCA SANCOS,202107,22,0,4,1,3
2768,503,AYACUCHO,HUANCA SANCOS,202108,2,0,3,1,2
2775,504,AYACUCHO,HUANTA,202003,0,0,17,11,6
2777,504,AYACUCHO,HUANTA,202004,8,1,16,9,7
2779,504,AYACUCHO,HUANTA,202005,32,2,12,11,1
2781,504,AYACUCHO,HUANTA,202006,33,2,19,7,12
2783,504,AYACUCHO,HUANTA,202007,207,14,20,11,9
2785,504,AYACUCHO,HUANTA,202008,609,34,43,4,39
2787,504,AYACUCHO,HUANTA,202009,477,23,33,17,16
2788,504,AYACUCHO,HUANTA,202010,398,14,20,10,10
2789,504,AYACUCHO,HUANTA,202011,150,7,21,18,3
2790,504,AYACUCHO,HUANTA,202012,41,3,27,12,15
2773,504,AYACUCHO,HUANTA,202101,95,7,25,17,8
2774,504,AYACUCHO,HUANTA,202102,234,13,32,15,17
2776,504,AYACUCHO,HUANTA,202103,543,40,68,11,57
2778,504,AYACUCHO,HUANTA,202104,611,45,65,9,56
2780,504,AYACUCHO,HUANTA,202105,321,46,65,11,54
2782,504,AYACUCHO,HUANTA,202106,126,14,29,7,22
2784,504,AYACUCHO,HUANTA,202107,72,5,24,11,13
2786,504,AYACUCHO,HUANTA,202108,46,2,37,4,33
2793,505,AYACUCHO,LA MAR,202003,0,0,22,25,-3
2795,505,AYACUCHO,LA MAR,202004,0,0,22,24,-2
2797,505,AYACUCHO,LA MAR,202005,39,1,26,19,7
2799,505,AYACUCHO,LA MAR,202006,38,4,21,28,-7
2801,505,AYACUCHO,LA MAR,202007,51,5,28,14,14
2803,505,AYACUCHO,LA MAR,202008,230,23,26,24,2
